161.448	199.5	215.707	224.583	230.162 	233.986	236.768000 	238.883000 	240.543000 	241.882000 	242.983	243.906	244.69	245.364	245.95	246.464	246.918	247.323	247.686	248.013
18.513	19	19.164	19.247	19.296 	19.33	19.353000 	19.371000 	19.385000 	19.396000 	19.405	19.413	19.419	19.424	19.429	19.433	19.437	19.44	19.443	19.446
10.128	9.552	9.277	9.117	9.013 	8.941	8.887000 	8.845000 	8.812000 	8.786000 	8.763	8.745	8.729	8.715	8.703	8.692	8.683	8.675	8.667	8.66
7.709	6.944	6.591	6.388	6.256 	6.163	6.094000 	6.041000 	5.999000 	5.964000 	5.936	5.912	5.891	5.873	5.858	5.844	5.832	5.821	5.811	5.803
6.608	5.786	5.409	5.192	5.050 	4.95	4.876000 	4.818000 	4.772000 	4.735000 	4.704	4.678	4.655	4.636	4.619	4.604	4.59	4.579	4.568	4.558
5.987	5.143	4.757	4.534	4.387 	4.284	4.207000 	4.147000 	4.099000 	4.060000 	4.027	4	3.976	3.956	3.938	3.922	3.908	3.896	3.884	3.874
5.591	4.737	4.347	4.12	3.972 	3.866	3.787000 	3.726000 	3.677000 	3.637000 	3.603	3.575	3.55	3.529	3.511	3.494	3.48	3.467	3.455	3.445
5.318	4.459	4.066	3.838	3.687 	3.581	3.500000 	3.438000 	3.388000 	3.347000 	3.313	3.284	3.259	3.237	3.218	3.202	3.187	3.173	3.161	3.15
5.117	4.256	3.863	3.633	3.482 	3.374	3.293000 	3.230000 	3.179000 	3.137000 	3.102	3.073	3.048	3.025	3.006	2.989	2.974	2.96	2.948	2.936
4.965	4.103	3.708	3.478	3.326 	3.217	3.135000 	3.072000 	3.020000 	2.978000 	2.943	2.913	2.887	2.865	2.845	2.828	2.812	2.798	2.785	2.774
4.844	3.982	3.587	3.357	3.204 	3.095	3.012000 	2.948000 	2.896000 	2.854000 	2.818	2.788	2.761	2.739	2.719	2.701	2.685	2.671	2.658	2.646
4.747	3.885	3.49	3.259	3.106 	2.996	2.913000 	2.849000 	2.796000 	2.753000 	2.717	2.687	2.66	2.637	2.617	2.599	2.583	2.568	2.555	2.544
4.667	3.806	3.411	3.179	3.025 	2.915	2.832000 	2.767000 	2.714000 	2.671000 	2.635	2.604	2.577	2.554	2.533	2.515	2.499	2.484	2.471	2.459
4.6	3.739	3.344	3.112	2.958 	2.848	2.764000 	2.699000 	2.646000 	2.602000 	2.565	2.534	2.507	2.484	2.463	2.445	2.428	2.413	2.4	2.388
4.543	3.682	3.287	3.056	2.901 	2.79	2.707000 	2.641000 	2.588000 	2.544000 	2.507	2.475	2.448	2.424	2.403	2.385	2.368	2.353	2.34	2.328
4.494	3.634	3.239	3.007	2.852 	2.741	2.657000 	2.591000 	2.538000 	2.494000 	2.456	2.425	2.397	2.373	2.352	2.333	2.317	2.302	2.288	2.276
4.451	3.592	3.197	2.965	2.810 	2.699	2.614000 	2.548000 	2.494000 	2.450000 	2.413	2.381	2.353	2.329	2.308	2.289	2.272	2.257	2.243	2.23
4.414	3.555	3.16	2.928	2.773 	2.661	2.577000 	2.510000 	2.456000 	2.412000 	2.374	2.342	2.314	2.29	2.269	2.25	2.233	2.217	2.203	2.191
4.381	3.522	3.127	2.895	2.740 	2.628	2.544000 	2.477000 	2.423000 	2.378000 	2.34	2.308	2.28	2.256	2.234	2.215	2.198	2.182	2.168	2.155
4.351	3.493	3.098	2.866	2.711 	2.599	2.514000 	2.447000 	2.393000 	2.348000 	2.31	2.278	2.25	2.225	2.203	2.184	2.167	2.151	2.137	2.124
4.325	3.467	3.072	2.84	2.685 	2.573	2.488000 	2.420000 	2.366000 	2.321000 	2.283	2.25	2.222	2.197	2.176	2.156	2.139	2.123	2.109	2.096
4.301	3.443	3.049	2.817	2.661 	2.549	2.464000 	2.397000 	2.342000 	2.297000 	2.259	2.226	2.198	2.173	2.151	2.131	2.114	2.098	2.084	2.071
4.279	3.422	3.028	2.796	2.640 	2.528	2.442000 	2.375000 	2.320000 	2.275000 	2.236	2.204	2.175	2.15	2.128	2.109	2.091	2.075	2.061	2.048
4.26	3.403	3.009	2.776	2.621 	2.508	2.423000 	2.355000 	2.300000 	2.255000 	2.216	2.183	2.155	2.13	2.108	2.088	2.07	2.054	2.04	2.027
4.242	3.385	2.991	2.759	2.603 	2.49	2.405000 	2.337000 	2.282000 	2.236000 	2.198	2.165	2.136	2.111	2.089	2.069	2.051	2.035	2.021	2.007
4.225	3.369	2.975	2.743	2.587 	2.474	2.388000 	2.321000 	2.265000 	2.220000 	2.181	2.148	2.119	2.094	2.072	2.052	2.034	2.018	2.003	1.99
4.21	3.354	2.96	2.728	2.572 	2.459	2.373000 	2.305000 	2.250000 	2.204000 	2.166	2.132	2.103	2.078	2.056	2.036	2.018	2.002	1.987	1.974
